MISO.eventID,p.val_pre_post,BrainSpan (Postnatal),BrainSpan (Prenatal),GTEx,dPSI_pre_post,DM1_inclusion,Ensembl.geneID,HGNC.genesymbol,Chr,Strand,Start_up,End_up,Start_se,End_se,Start_dn,End_dn,Length_up,Length_se,Length_dn
chr22:27997411:27997739:+@chr22:27997986:27998838:+@chr22:27999430:28002679:+,1.80604560655421e-20,0.616025641025641,0.944426229508197,0.594069767441861,0.328400588482556,+,ENSG00000235954.6,TTC28-AS1,chr22,+,27997411,27997739,27997986,27998838,27999430,28002679,329,853,3250
chr22:27997411:27997739:+@chr22:27998604:27998838:+@chr22:27999430:28002679:+,2.69930089281535e-21,0.713205128205128,0.958032786885246,0.735988372093023,0.244827658680118,+,ENSG00000235954.6,TTC28-AS1,chr22,+,27997411,27997739,27998604,27998838,27999430,28002679,329,235,3250
chr22:30667462:30667890:-@chr22:30664955:30665121:-@chr22:30663404:30664080:-,2.85923647907501e-18,0.352948717948718,0.102131147540984,0.238895348837209,-0.250817570407734,-,ENSG00000167065.13,DUSP18,chr22,-,30667462,30667890,30664955,30665121,30663404,30664080,429,167,677
chr22:31335692:31335863:-@chr22:31328787:31328859:-@chr22:31325809:31327309:-,6.62244585991918e-19,0.407307692307692,0.158196721311475,0.376162790697674,-0.249110970996217,+,ENSG00000100105.17,PATZ1,chr22,-,31335692,31335863,31328787,31328859,31325809,31327309,172,73,1501
chr22:31335692:31335863:-@chr22:31328787:31328924:-@chr22:31325809:31327309:-,5.75723524392129e-18,0.349102564102564,0.139508196721311,0.308081395348837,-0.209594367381253,+,ENSG00000100105.17,PATZ1,chr22,-,31335692,31335863,31328787,31328924,31325809,31327309,172,138,1501
chr22:38129454:38129562:-@chr22:38128269:38128430:-@chr22:38126371:38126449:-,9.62760470202095e-23,0.354871794871795,0.877213114754098,0.394767441860465,0.522341319882304,+,ENSG00000184381.18,PLA2G6,chr22,-,38129454,38129562,38128269,38128430,38126371,38126449,109,162,79
chr22:50436367:50436452:+@chr22:50436988:50437068:+@chr22:50437506:50437603:+,3.83625525669154e-18,0.434102564102564,0.651311475409836,0.487267441860465,0.217208911307272,+,ENSG00000100239.15,PPP6R2,chr22,+,50436367,50436452,50436988,50437068,50437506,50437603,86,81,98
chr3:11379972:11380052:+@chr3:11426804:11426926:+@chr3:11554811:11557665:+,2.50518773479071e-22,0.860128205128205,0.320327868852459,0.900116279069767,-0.539800336275746,-,ENSG00000197548.12,ATG7,chr3,+,11379972,11380052,11426804,11426926,11554811,11557665,81,123,2855
chr3:132530998:132531097:+@chr3:132537158:132537266:+@chr3:132538176:132539032:+,6.79721898081923e-11,0.314615384615385,0.537540983606557,0.198081395348837,0.222925598991173,-,ENSG00000138246.15,DNAJC13,chr3,+,132530998,132531097,132537158,132537266,132538176,132539032,100,109,857
chr3:141287314:141287453:+@chr3:141305756:141307776:+@chr3:141308204:141308407:+,3.20989476521577e-22,0.293717948717949,0.0345901639344262,0.304651162790698,-0.259127784783523,-,ENSG00000155893.12,PXYLP1,chr3,+,141287314,141287453,141305756,141307776,141308204,141308407,140,2021,204
chr3:141876614:141876910:+@chr3:141902136:141902227:+@chr3:141903620:141903748:+,2.04153705451561e-19,0.568846153846154,0.0936065573770492,0.485639534883721,-0.475239596469105,-,ENSG00000069849.10,ATP1B3,chr3,+,141876614,141876910,141902136,141902227,141903620,141903748,297,92,129
chr3:150408335:150411308:+@chr3:150423049:150423120:+@chr3:150457076:150457127:+,1.934552590362e-18,0.401410256410256,0.131475409836066,0.441453488372093,-0.269934846574191,-,ENSG00000196428.12,TSC22D2,chr3,+,150408335,150411308,150423049,150423120,150457076,150457127,2974,72,52
chr3:152445282:152445539:+@chr3:152446704:152446757:+@chr3:152447620:152447773:+,2.37492686877278e-17,0.457948717948718,0.753114754098361,0.353779069767442,0.295166036149643,+,ENSG00000152601.17,MBNL1,chr3,+,152445282,152445539,152446704,152446757,152447620,152447773,258,54,154
chr3:181563720:181563928:+@chr3:181610861:181610929:+@chr3:181699598:181699883:+,2.84776035001807e-16,0.117820512820513,0.396393442622951,0.114476744186047,0.278572929802438,-,ENSG00000242808.7,SOX2-OT,chr3,+,181563720,181563928,181610861,181610929,181699598,181699883,209,69,286
chr3:184337311:184337371:+@chr3:184338387:184338529:+@chr3:184341724:184341817:+,4.1752318008349e-20,0.950384615384615,0.720491803278689,0.926860465116279,-0.229892812105927,-,ENSG00000175182.14,FAM131A,chr3,+,184337311,184337371,184338387,184338529,184341724,184341817,61,143,94
chr3:194604287:194604445:-@chr3:194593041:194593070:-@chr3:194587681:194588639:-,5.38907395883054e-21,0.310128205128205,0.0840983606557377,0.161046511627907,-0.226029844472467,-,ENSG00000145014.17,TMEM44,chr3,-,194604287,194604445,194593041,194593070,194587681,194588639,159,30,959
chr3:194604287:194604445:-@chr3:194593041:194593073:-@chr3:194587681:194588639:-,1.3637279706876e-18,0.403333333333333,0.178196721311475,0.337558139534884,-0.225136612021858,-,ENSG00000145014.17,TMEM44,chr3,-,194604287,194604445,194593041,194593073,194587681,194588639,159,33,959
chr3:197003602:197003970:+@chr3:197004097:197004359:+@chr3:197004494:197004744:+,6.99140215335113e-17,0.399615384615385,0.122295081967213,0.491279069767442,-0.277320302648171,-,ENSG00000228109.1,MELTF-AS1,chr3,+,197003602,197003970,197004097,197004359,197004494,197004744,369,263,251
chr3:197875698:197875775:+@chr3:197880512:197880757:+@chr3:197883541:197888436:+,2.15914671934831e-10,0.629230769230769,0.83344262295082,0.51453488372093,0.20421185372005,-,ENSG00000186001.12,LRCH3,chr3,+,197875698,197875775,197880512,197880757,197883541,197888436,78,246,4896
chr3:33570727:33570790:-@chr3:33563964:33563966:-@chr3:33560808:33560971:-,4.30925499387148e-14,0.329487179487179,0.11344262295082,0.557325581395349,-0.21604455653636,-,ENSG00000163539.16,CLASP2,chr3,-,33570727,33570790,33563964,33563966,33560808,33560971,64,3,164
chr3:33576169:33576275:-@chr3:33574473:33574496:-@chr3:33573110:33573354:-,1.08912157974964e-15,0.577948717948718,0.854426229508197,0.397209302325581,0.276477511559479,+,ENSG00000163539.16,CLASP2,chr3,-,33576169,33576275,33574473,33574496,33573110,33573354,107,24,245
chr3:37094792:37094908:-@chr3:37091467:37091538:-@chr3:37083636:37083806:-,3.12661155291387e-22,0.717435897435897,0.221803278688525,0.708313953488372,-0.495632618747373,-,ENSG00000093167.17,LRRFIP2,chr3,-,37094792,37094908,37091467,37091538,37083636,37083806,117,72,171
chr3:37355101:37355187:+@chr3:37361243:37361305:+@chr3:37366080:37366751:+,1.0185003324003e-11,0.607307692307692,0.827213114754098,0.523255813953488,0.219905422446406,-,ENSG00000144674.16,GOLGA4,chr3,+,37355101,37355187,37361243,37361305,37366080,37366751,87,63,672
chr3:49022008:49022293:-@chr3:49018400:49018553:-@chr3:49018023:49018318:-,9.12600677087026e-23,0.554102564102564,0.928688524590164,0.393837209302326,0.3745859604876,+,ENSG00000178149.16,DALRD3,chr3,-,49022008,49022293,49018400,49018553,49018023,49018318,286,154,296
chr3:57922889:57923023:+@chr3:57925845:57925934:+@chr3:57927296:57929168:+,9.28814167153838e-11,0.399871794871795,0.682786885245902,0.514767441860465,0.282915090374107,+,ENSG00000163681.14,SLMAP,chr3,+,57922889,57923023,57925845,57925934,57927296,57929168,135,90,1873
chr3:62491339:62491480:-@chr3:62481723:62481869:-@chr3:62478261:62478416:-,2.88819239000422e-20,0.608461538461539,0.232295081967213,0.511744186046512,-0.376166456494325,-,ENSG00000163618.17,CADPS,chr3,-,62491339,62491480,62481723,62481869,62478261,62478416,142,147,156
chr3:65361199:65361337:-@chr3:65359064:65359152:-@chr3:65354231:65357132:-,6.86092869169946e-22,0.712179487179487,0.171639344262295,0.591162790697674,-0.540540142917192,-,ENSG00000151276.23,MAGI1,chr3,-,65361199,65361337,65359064,65359152,65354231,65357132,139,89,2902
chr4:101032267:101032364:-@chr4:101029166:101029195:-@chr4:101023409:101026061:-,6.28532743206767e-21,0.838717948717949,0.472131147540984,0.637906976744186,-0.366586801176965,-,ENSG00000138814.16,PPP3CA,chr4,-,101032267,101032364,101029166,101029195,101023409,101026061,98,30,2653
chr4:113350228:113350249:+@chr4:113353045:113359299:+@chr4:113360823:113360897:+,1.2021699114628e-15,0.389102564102564,0.754590163934426,0.252441860465116,0.365487599831862,-,ENSG00000145362.17,ANK2,chr4,+,113350228,113350249,113353045,113359299,113360823,113360897,22,6255,75
chr4:145764979:145765165:-@chr4:145763090:145763122:-@chr4:145757627:145761598:-,2.92379156227005e-13,0.49974358974359,0.274262295081967,0.333313953488372,-0.225481294661623,-,ENSG00000151612.15,ZNF827,chr4,-,145764979,145765165,145763090,145763122,145757627,145761598,187,33,3972
chr4:145764988:145765165:-@chr4:145763090:145763122:-@chr4:145757627:145761598:-,2.97206435026163e-13,0.561153846153846,0.282622950819672,0.377151162790698,-0.278530895334174,-,ENSG00000151612.15,ZNF827,chr4,-,145764988,145765165,145763090,145763122,145757627,145761598,178,33,3972
chr4:150198002:150198103:+@chr4:150199028:150199078:+@chr4:150203795:150203889:+,6.15468630592403e-20,0.576410256410257,0.0454098360655738,0.441511627906977,-0.531000420344683,-,ENSG00000170390.15,DCLK2,chr4,+,150198002,150198103,150199028,150199078,150203795,150203889,102,51,95
chr4:150249568:150249684:+@chr4:150254426:150254438:+@chr4:150256020:150257438:+,6.54572968061641e-24,0.0766666666666667,0.694262295081967,0.0605232558139535,0.617595628415301,+,ENSG00000170390.15,DCLK2,chr4,+,150249568,150249684,150254426,150254438,150256020,150257438,117,13,1419
chr4:167233985:167234173:-@chr4:167062492:167062537:-@chr4:166912620:166912743:-,2.05202953072619e-10,0.598333333333333,0.333606557377049,0.668837209302326,-0.264726775956284,+,ENSG00000196104.10,SPOCK3,chr4,-,167233985,167234173,167062492,167062537,166912620,166912743,189,46,124
chr4:168924945:168925078:+@chr4:168925233:168925278:+@chr4:168926213:168928457:+,3.67976128669188e-21,0.337051282051282,0.0867213114754098,0.334651162790698,-0.250329970575872,-,ENSG00000129116.17,PALLD,chr4,+,168924945,168925078,168925233,168925278,168926213,168928457,134,46,2245
chr4:170003671:170003784:-@chr4:170001965:170002226:-@chr4:169986597:169992309:-,1.50437648552378e-20,0.0487179487179487,0.257540983606557,0.0209302325581395,0.208823034888609,-,ENSG00000198948.11,MFAP3L,chr4,-,170003671,170003784,170001965,170002226,169986597,169992309,114,262,5713
chr4:182917288:182917477:-@chr4:182916673:182916857:-@chr4:182916419:182916539:-,1.11340427962151e-10,0.425,0.634918032786885,0.59093023255814,0.209918032786885,+,ENSG00000129187.14,DCTD,chr4,-,182917288,182917477,182916673,182916857,182916419,182916539,190,185,121
chr4:1939654:1939778:+@chr4:1942339:1942432:+@chr4:1951072:1951203:+,3.46424914250984e-17,0.668589743589744,0.421311475409836,0.634883720930233,-0.247278268179908,+,ENSG00000109685.17,NSD2,chr4,+,1939654,1939778,1942339,1942432,1951072,1951203,125,94,132
chr4:1939654:1939778:+@chr4:1942339:1942565:+@chr4:1951072:1951203:+,1.16200645142145e-17,0.737051282051282,0.465081967213115,0.720813953488372,-0.271969314838167,+,ENSG00000109685.17,NSD2,chr4,+,1939654,1939778,1942339,1942565,1951072,1951203,125,227,132
chr4:20700413:20700787:+@chr4:20702141:20702221:+@chr4:20704466:20704533:+,8.42921421824579e-13,0.472564102564103,0.230491803278689,0.396802325581395,-0.242072299285414,-,ENSG00000163138.18,PACRGL,chr4,+,20700413,20700787,20702141,20702221,20704466,20704533,375,81,68
chr4:20700459:20700706:+@chr4:20702141:20702221:+@chr4:20704466:20704533:+,6.80085773623765e-11,0.601794871794872,0.355409836065574,0.569186046511628,-0.246385035729298,-,ENSG00000163138.18,PACRGL,chr4,+,20700459,20700706,20702141,20702221,20704466,20704533,248,81,68
chr4:2926014:2926112:+@chr4:2926639:2926675:+@chr4:2928171:2930073:+,4.33504423448509e-21,0.173589743589744,0.65016393442623,0.164767441860465,0.476574190836486,+,ENSG00000087274.16,ADD1,chr4,+,2926014,2926112,2926639,2926675,2928171,2930073,99,37,1903
chr4:2926014:2926112:+@chr4:2926642:2926675:+@chr4:2928171:2930073:+,6.74578846167487e-22,0.307820512820513,0.820983606557377,0.331627906976744,0.513163093736864,+,ENSG00000087274.16,ADD1,chr4,+,2926014,2926112,2926642,2926675,2928171,2930073,99,34,1903
chr4:41619188:41619440:+@chr4:41638932:41638967:+@chr4:41644500:41644626:+,1.00080185921553e-21,0.822051282051282,0.293770491803279,0.937093023255814,-0.528280790248003,-,ENSG00000064042.17,LIMCH1,chr4,+,41619188,41619440,41638932,41638967,41644500,41644626,253,36,127
chr4:55883823:55883928:+@chr4:55888888:55888932:+@chr4:55890223:55890386:+,8.62765614310349e-23,0.194230769230769,0.731967213114754,0.312209302325581,0.537736443883985,+,ENSG00000090989.17,EXOC1,chr4,+,55883823,55883928,55888888,55888932,55890223,55890386,106,45,164
chr4:62044453:62044549:+@chr4:62068166:62068217:+@chr4:62070109:62071127:+,6.23813559656357e-15,0.357307692307692,0.621639344262295,0.220639534883721,0.264331651954603,+,ENSG00000150471.16,ADGRL3,chr4,+,62044453,62044549,62068166,62068217,62070109,62071127,97,52,1019
chr4:75655066:75655246:-@chr4:75653983:75654081:-@chr4:75648639:75648741:-,3.67645690959044e-15,0.694230769230769,0.355901639344262,0.607558139534884,-0.338329129886507,-,ENSG00000138757.14,G3BP2,chr4,-,75655066,75655246,75653983,75654081,75648639,75648741,181,99,103
chr4:77030783:77030970:+@chr4:77036770:77036837:+@chr4:77039073:77039326:+,2.13093641544795e-23,0.728461538461539,0.0711475409836066,0.729302325581395,-0.657313997477932,-,ENSG00000138758.11,SEPT11,chr4,+,77030783,77030970,77036770,77036837,77039073,77039326,188,68,254
chr4:77030783:77030970:+@chr4:77036770:77036837:+@chr4:77039743:77040384:+,4.6944756216917e-23,0.864102564102564,0.182295081967213,0.817616279069767,-0.681807482135351,-,ENSG00000138758.11,SEPT11,chr4,+,77030783,77030970,77036770,77036837,77039743,77040384,188,68,642
chr4:77030783:77030970:+@chr4:77036773:77036837:+@chr4:77039073:77039326:+,4.10339352590323e-22,0.441666666666667,0.0463934426229508,0.4125,-0.395273224043716,-,ENSG00000138758.11,SEPT11,chr4,+,77030783,77030970,77036773,77036837,77039073,77039326,188,65,254
chr4:77030783:77030970:+@chr4:77036773:77036837:+@chr4:77039743:77040384:+,4.74485681104962e-22,0.786666666666667,0.146065573770492,0.721104651162791,-0.640601092896175,-,ENSG00000138758.11,SEPT11,chr4,+,77030783,77030970,77036773,77036837,77039743,77040384,188,65,642
chr4:86593910:86594110:-@chr4:86453030:86453181:-@chr4:86354530:86354644:-,1.43898810061997e-07,0.312307692307692,0.111639344262295,0.590232558139535,-0.200668348045397,+,ENSG00000109339.19,MAPK10,chr4,-,86593910,86594110,86453030,86453181,86354530,86354644,201,152,115
chr5:116473073:116473093:-@chr5:116467583:116467747:-@chr5:116446134:116447811:-,1.41345699945553e-13,0.717948717948718,0.43672131147541,0.585,-0.281227406473308,+,ENSG00000092421.16,SEMA6A,chr5,-,116473073,116473093,116467583,116467747,116446134,116447811,21,165,1678
chr5:138875230:138875738:+@chr5:138880190:138880288:+@chr5:138880681:138880733:+,6.98118115524209e-16,0.341666666666667,0.131639344262295,0.276511627906977,-0.210027322404372,-,ENSG00000044115.20,CTNNA1,chr5,+,138875230,138875738,138880190,138880288,138880681,138880733,509,99,53
chr5:138875230:138875738:+@chr5:138880195:138880288:+@chr5:138880681:138880733:+,4.79178256707725e-16,0.377948717948718,0.13672131147541,0.30953488372093,-0.241227406473308,-,ENSG00000044115.20,CTNNA1,chr5,+,138875230,138875738,138880195,138880288,138880681,138880733,509,94,53
chr5:138875432:138875606:+@chr5:138881042:138881137:+@chr5:138886212:138886292:+,2.70003440693e-10,0.546794871794872,0.321639344262295,0.505116279069767,-0.225155527532577,-,ENSG00000044115.20,CTNNA1,chr5,+,138875432,138875606,138881042,138881137,138886212,138886292,175,96,81
chr5:138875433:138875597:+@chr5:138880195:138880288:+@chr5:138880681:138880733:+,1.19358463690357e-16,0.334615384615385,0.11327868852459,0.229593023255814,-0.221336696090794,-,ENSG00000044115.20,CTNNA1,chr5,+,138875433,138875597,138880195,138880288,138880681,138880733,165,94,53
chr5:138875433:138875597:+@chr5:138880214:138880288:+@chr5:138880681:138880733:+,8.5193256765477e-15,0.355769230769231,0.135901639344262,0.259418604651163,-0.219867591424968,-,ENSG00000044115.20,CTNNA1,chr5,+,138875433,138875597,138880214,138880288,138880681,138880733,165,75,53
chr5:147040717:147040805:-@chr5:147035169:147035240:-@chr5:146701045:146701142:-,3.2176128024237e-16,0.315,0.089344262295082,0.393779069767442,-0.225655737704918,+,ENSG00000156475.18,PPP2R2B,chr5,-,147040717,147040805,147035169,147035240,146701045,146701142,89,72,98
chr5:147055665:147055931:-@chr5:146856499:146856583:-@chr5:146701045:146701142:-,2.42511490981811e-12,0.259871794871795,0.466229508196721,0.355872093023256,0.206357713324926,-,ENSG00000156475.18,PPP2R2B,chr5,-,147055665,147055931,146856499,146856583,146701045,146701142,267,85,98
chr5:147081059:147081136:-@chr5:147035169:147035240:-@chr5:146701045:146701142:-,7.97465561399348e-19,0.287435897435897,0.0704918032786885,0.348895348837209,-0.216944094157209,+,ENSG00000156475.18,PPP2R2B,chr5,-,147081059,147081136,147035169,147035240,146701045,146701142,78,72,98
chr5:162149108:162149313:+@chr5:162151730:162151753:+@chr5:162153093:162155515:+,1.10025186694793e-23,0.368846153846154,0.049016393442623,0.494825581395349,-0.319829760403531,-,ENSG00000113327.15,GABRG2,chr5,+,162149108,162149313,162151730,162151753,162153093,162155515,206,24,2423
chr5:176359811:176359918:-@chr5:176359462:176359567:-@chr5:176355571:176355749:-,5.55102400189716e-11,0.466282051282051,0.673934426229508,0.478255813953488,0.207652374947457,-,ENSG00000122203.14,KIAA1191,chr5,-,176359811,176359918,176359462,176359567,176355571,176355749,108,106,179
chr5:176359811:176359918:-@chr5:176359481:176359567:-@chr5:176348250:176348356:-,4.33621042086279e-13,0.643974358974359,0.845737704918033,0.729360465116279,0.201763345943674,-,ENSG00000122203.14,KIAA1191,chr5,-,176359811,176359918,176359481,176359567,176348250,176348356,108,87,107
chr5:176361602:176361764:-@chr5:176359481:176359567:-@chr5:176355571:176355749:-,2.10536204390616e-14,0.498205128205128,0.727377049180328,0.589767441860465,0.2291719209752,-,ENSG00000122203.14,KIAA1191,chr5,-,176361602,176361764,176359481,176359567,176355571,176355749,163,87,179
chr5:177460432:177460555:-@chr5:177459603:177459740:-@chr5:177459098:177459268:-,9.70851894634992e-23,0.684871794871795,0.0904918032786885,0.636744186046512,-0.594379991593106,-,ENSG00000113758.13,DBN1,chr5,-,177460432,177460555,177459603,177459740,177459098,177459268,124,138,171
chr5:179966806:179967010:-@chr5:179963471:179963564:-@chr5:179955480:179955669:-,3.60670798948937e-18,0.890641025641026,0.612295081967213,0.898546511627907,-0.278345943673813,-,ENSG00000113269.13,RNF130,chr5,-,179966806,179967010,179963471,179963564,179955480,179955669,205,94,190
chr5:55534572:55534964:-@chr5:55475299:55475450:-@chr5:55467869:55468149:-,9.86446203576711e-17,0.65948717948718,0.403934426229508,0.723255813953488,-0.255552753257671,-,ENSG00000067113.16,PLPP1,chr5,-,55534572,55534964,55475299,55475450,55467869,55468149,393,152,281
chr5:62366414:62366481:+@chr5:62372438:62372551:+@chr5:62373687:62373837:+,1.05874306482464e-10,0.653717948717949,0.861147540983607,0.495,0.207429592265658,-,ENSG00000068796.16,KIF2A,chr5,+,62366414,62366481,62372438,62372551,62373687,62373837,68,114,151
chr5:72816312:72816752:+@chr5:72825735:72825821:+@chr5:72848385:72848498:+,1.1239919533754e-20,0.246538461538462,0.0395081967213115,0.199476744186047,-0.20703026481715,-,ENSG00000083312.17,TNPO1,chr5,+,72816312,72816752,72825735,72825821,72848385,72848498,441,87,114
chr5:83512103:83512396:+@chr5:83519349:83522309:+@chr5:83537007:83542268:+,1.49172869535118e-21,0.978076923076923,0.297868852459016,0.982209302325581,-0.680208070617907,-,ENSG00000038427.15,VCAN,chr5,+,83512103,83512396,83519349,83522309,83537007,83542268,294,2961,5262
chr5:83512103:83512396:+@chr5:83519349:83522309:+@chr5:83545537:83545650:+,1.22922718021826e-19,0.871025641025641,0.35,0.92703488372093,-0.521025641025641,-,ENSG00000038427.15,VCAN,chr5,+,83512103,83512396,83519349,83522309,83545537,83545650,294,2961,114
chr5:83512103:83512396:+@chr5:83537007:83542268:+@chr5:83545537:83545650:+,5.3797573294374e-22,0.340128205128205,0.918524590163934,0.379651162790698,0.578396385035729,+,ENSG00000038427.15,VCAN,chr5,+,83512103,83512396,83537007,83542268,83545537,83545650,294,5262,114
chr5:83519349:83522309:+@chr5:83537007:83542268:+@chr5:83545537:83545650:+,3.55750919772092e-23,0.243974358974359,0.95,0.245290697674419,0.706025641025641,+,ENSG00000038427.15,VCAN,chr5,+,83519349,83522309,83537007,83542268,83545537,83545650,2961,5262,114
chr5:88270526:88270585:+@chr5:88410073:88410194:+@chr5:88436273:88436685:+,4.30926847915868e-15,0.615641025641026,0.847377049180328,0.656395348837209,0.231736023539302,+,ENSG00000247828.7,TMEM161B-AS1,chr5,+,88270526,88270585,88410073,88410194,88436273,88436685,60,122,413
chr6:111605776:111606278:-@chr6:111601196:111601306:-@chr6:111591258:111592094:-,2.79223865549308e-17,0.522948717948718,0.828524590163934,0.484069767441861,0.305575872215216,+,ENSG00000056972.18,TRAF3IP2,chr6,-,111605776,111606278,111601196,111601306,111591258,111592094,503,111,837
chr6:111605776:111606278:-@chr6:111601196:111601318:-@chr6:111591258:111592094:-,3.45561225840073e-17,0.555512820512821,0.858196721311476,0.535697674418605,0.302683900798655,+,ENSG00000056972.18,TRAF3IP2,chr6,-,111605776,111606278,111601196,111601318,111591258,111592094,503,123,837
chr6:11251564:11251726:-@chr6:11249139:11249214:-@chr6:11213281:11213727:-,2.67866501237521e-22,0.285512820512821,0.0619672131147541,0.16906976744186,-0.223545607398066,-,ENSG00000111859.16,NEDD9,chr6,-,11251564,11251726,11249139,11249214,11213281,11213727,163,76,447
chr6:127327002:127327144:-@chr6:127316450:127316502:-@chr6:127314816:127314896:-,1.96883906058703e-17,0.753461538461539,0.520327868852459,0.749011627906977,-0.233133669609079,-,ENSG00000093144.18,ECHDC1,chr6,-,127327002,127327144,127316450,127316502,127314816,127314896,143,53,81
chr6:130885096:130885268:-@chr6:130880144:130880206:-@chr6:130865536:130865634:-,3.37065136570636e-17,0.0738461538461539,0.280491803278689,0.0696511627906977,0.206645649432535,+,ENSG00000079819.18,EPB41L2,chr6,-,130885096,130885268,130880144,130880206,130865536,130865634,173,63,99
chr6:138447001:138447193:-@chr6:138441983:138442114:-@chr6:138430393:138433680:-,3.90591414738128e-17,0.239358974358974,0.672131147540984,0.155872093023256,0.432772173182009,+,ENSG00000135540.11,NHSL1,chr6,-,138447001,138447193,138441983,138442114,138430393,138433680,193,132,3288
chr6:138929977:138930098:-@chr6:138926401:138926478:-@chr6:138921037:138921124:-,7.27998675512878e-14,0.548205128205128,0.775573770491803,0.696976744186047,0.227368642286675,-,ENSG00000135597.18,REPS1,chr6,-,138929977,138930098,138926401,138926478,138921037,138921124,122,78,88
chr6:138929977:138930098:-@chr6:138926401:138926481:-@chr6:138921037:138921124:-,7.79772594129078e-16,0.645641025641026,0.862622950819672,0.744883720930233,0.216981925178646,+,ENSG00000135597.18,REPS1,chr6,-,138929977,138930098,138926401,138926481,138921037,138921124,122,81,88
chr6:152132122:152132214:-@chr6:152130720:152130778:-@chr6:152121687:152122676:-,1.07601751180621e-23,0.316410256410256,0.739672131147541,0.336976744186047,0.423261874737285,+,ENSG00000131018.22,SYNE1,chr6,-,152132122,152132214,152130720,152130778,152121687,152122676,93,59,990
chr6:155183237:155183500:+@chr6:155211204:155211307:+@chr6:155240530:155240709:+,7.00730203509446e-24,0.451153846153846,0.948032786885246,0.590174418604651,0.4968789407314,+,ENSG00000146426.17,TIAM2,chr6,+,155183237,155183500,155211204,155211307,155240530,155240709,264,104,180
chr6:166342419:166342591:-@chr6:166331385:166331407:-@chr6:166330161:166330247:-,9.74101954111181e-13,0.299358974358974,0.671803278688525,0.362151162790698,0.37244430432955,-,ENSG00000198818.9,SFT2D1,chr6,-,166342419,166342591,166331385,166331407,166330161,166330247,173,23,87
chr6:26443382:26443442:+@chr6:26443570:26443659:+@chr6:26443957:26444304:+,6.06140761384667e-15,0.61025641025641,0.296229508196721,0.733895348837209,-0.314026902059689,-,ENSG00000111801.15,BTN3A3,chr6,+,26443382,26443442,26443570,26443659,26443957,26444304,61,90,348
chr6:2988646:2988709:+@chr6:2989528:2989710:+@chr6:2993931:2994053:+,4.70040482051423e-12,0.123076923076923,0.32672131147541,0.129651162790698,0.203644388398487,-,ENSG00000124588.19,NQO2,chr6,+,2988646,2988709,2989528,2989710,2993931,2994053,64,183,123
chr6:30556886:30557450:+@chr6:30561328:30561508:+@chr6:30561834:30562124:+,1.04218425894733e-11,0.377051282051282,0.170491803278689,0.555523255813954,-0.206559478772594,-,ENSG00000204576.11,PRR3,chr6,+,30556886,30557450,30561328,30561508,30561834,30562124,565,181,291
chr6:30876421:30876559:+@chr6:30880898:30881125:+@chr6:30888688:30888814:+,5.36198961090995e-15,0.203717948717949,0.521311475409836,0.194941860465116,0.317593526691887,+,ENSG00000204580.13,DDR1,chr6,+,30876421,30876559,30880898,30881125,30888688,30888814,139,228,127
chr6:30894506:30894671:+@chr6:30895404:30895514:+@chr6:30896621:30896865:+,5.19291181957393e-20,0.49448717948718,0.228360655737705,0.576918604651163,-0.266126523749475,-,ENSG00000204580.13,DDR1,chr6,+,30894506,30894671,30895404,30895514,30896621,30896865,166,111,245
chr6:33441581:33441759:+@chr6:33442453:33442494:+@chr6:33442889:33443960:+,1.86436129359795e-22,0.803589743589744,0.400491803278689,0.702848837209302,-0.403097940311055,-,ENSG00000197283.14,SYNGAP1,chr6,+,33441581,33441759,33442453,33442494,33442889,33443960,179,42,1072
chr6:56466078:56466195:-@chr6:56464685:56464756:-@chr6:56463565:56463764:-,6.42632890347606e-24,0.595128205128205,0.0563934426229508,0.561046511627907,-0.538734762505254,-,ENSG00000151914.19,DST,chr6,-,56466078,56466195,56464685,56464756,56463565,56463764,118,72,200
chr6:56469883:56469957:-@chr6:56468982:56468999:-@chr6:56466078:56466195:-,5.11279192378572e-24,0.928846153846154,0.203114754098361,0.938313953488372,-0.725731399747793,-,ENSG00000151914.19,DST,chr6,-,56469883,56469957,56468982,56468999,56466078,56466195,75,18,118
chr6:75908496:75908627:+@chr6:75911672:75911698:+@chr6:75914063:75914281:+,3.32736945823262e-21,0.728076923076923,0.202786885245902,0.657209302325581,-0.525290037831022,+,ENSG00000196586.13,MYO6,chr6,+,75908496,75908627,75911672,75911698,75914063,75914281,132,27,219
chr7:102376212:102376322:+@chr7:102397620:102397698:+@chr7:102399548:102399648:+,1.49305591723917e-18,0.462051282051282,0.731967213114754,0.550988372093023,0.269915931063472,-,ENSG00000128563.13,PRKRIP1,chr7,+,102376212,102376322,102397620,102397698,102399548,102399648,111,79,101
chr7:106097690:106097897:-@chr7:106096293:106096302:-@chr7:106092949:106093137:-,3.50292722298137e-15,0.115128205128205,0.46327868852459,0.119767441860465,0.348150483396385,-,ENSG00000008282.8,SYPL1,chr7,-,106097690,106097897,106096293,106096302,106092949,106093137,208,10,189
chr7:108168277:108168402:-@chr7:108166921:108167073:-@chr7:108160361:108160492:-,4.22477411163582e-18,0.436923076923077,0.155737704918033,0.366802325581395,-0.281185372005044,-,ENSG00000091129.19,NRCAM,chr7,-,108168277,108168402,108166921,108167073,108160361,108160492,126,153,132
